partner_name,advertiser_id,status,category,commission_min,commission_max,lead_min,lead_max,epc,conversion_rate,approval_rate,payment_status,average_payment_time,fit_score,risk_level,priority,recommended_tarvyo24_page,recommendation,reason
Entscheiderclub DE,14264,amber,Lead Gen,0,0,0.65,0.65,0.81,64.5455,100.00,amber,80,0.0,-,D,-,nicht bewerben – thematisch unpassend,EPC 0.81; Bestätigung 100%; Lead bis 0.65€
fotokasten DE,14426,amber,Photography,18,18,0,0,0.07,2.82928,70.89,amber,59,0.0,-,D,-,nicht bewerben – thematisch unpassend,EPC 0.07; Bestätigung 70.89%; Provision bis 18%
EURONICS DE,14433,green,Electronic Superstore,3,3,0,0,0.19,1.90373,81.85,green,57,0.0,-,D,-,nicht bewerben – thematisch unpassend,EPC 0.19; Bestätigung 81.85%; Provision bis 3%
Kochform DE,14489,green,Home & Garden,8,8,0,0,0.13,3.1716,94.00,green,75,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.13; Bestätigung 94%; Provision bis 8%
Tamaris DE,14500,green,Shoes,7,7,0,0,0.10,3.40044,64.52,green,57,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.1; Bestätigung 64.52%; Provision bis 7%
Uhrzeit.org DE,14917,green,Jewellery,8,8,0,0,0.05,0.426884,21.92,green,60,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.05; Bestätigung 21.92%; Provision bis 8%
Uhrcenter DE,15039,green,Jewellery,9,9,0,0,0.06,1.36938,85.29,green,75,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.06; Bestätigung 85.29%; Provision bis 9%
AngelPlatz DE,15089,amber,Sports Equipment,5,8,0,0,0.10,1.9582,85.88,amber,41,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.1; Bestätigung 85.88%; Provision bis 8%
puzzleYOU DE,15100,amber,Gifts & Flowers,12,12,0,0,0.15,4.80769,100.00,amber,87,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.15; Bestätigung 100%; Provision bis 12%
Ernstings-family DE,15170,amber,Baby & Toddler,10,10,0,0,0.09,1.91649,84.25,amber,112,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.09; Bestätigung 84.25%; Provision bis 10%
liberty-woman DE,15296,amber,Womenswear,7,7,0,0,0.02,0.498217,70.08,amber,93,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.02; Bestätigung 70.08%; Provision bis 7%
Blumenversand Edelweiss DE,15374,green,Gifts & Flowers,12,12,0,0,0.17,3.59766,93.12,green,77,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.17; Bestätigung 93.12%; Provision bis 12%
stempel-fabrik DE,14623,green,Office Supplies,13,13,0,0,0.27,7.86287,98.72,green,19,0.0,-,D,-,nicht bewerben – thematisch unpassend,EPC 0.27; Bestätigung 98.72%; Provision bis 13%
Connox DE,14682,amber,Furniture & Soft Furnishings,3,8,0,0,1.08,4.06829,88.59,amber,76,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 1.08; Bestätigung 88.59%; Provision bis 8%
Lovepoint DE,14742,amber,Dating,25,25,0,100,0.30,3.2859,57.56,amber,295,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.3; Bestätigung 57.56%; Provision bis 25%; Lead bis 100€
Karneval-Universe DE,14810,green,Clothing Accessories,10,10,0,0,0.08,4.25016,85.09,green,82,0.0,-,D,-,nicht bewerben – thematisch unpassend,EPC 0.08; Bestätigung 85.09%; Provision bis 10%
Stoffe Hemmers DE,14825,green,Womenswear,6,6,0,0,0.06,5.96209,94.00,green,34,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.06; Bestätigung 94%; Provision bis 6%
Agfashion DE,14846,amber,Erotic,8,8,0,0,0.02,0.440873,73.81,amber,73,0.0,-,D,-,nicht bewerben – thematisch unpassend,EPC 0.02; Bestätigung 73.81%; Provision bis 8%
Ja-Hochzeitsshop - DE,14850,green,Gifts & Flowers,7.5,7.5,0,0,0.01,0.668224,42.22,green,48,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.01; Bestätigung 42.22%; Provision bis 7.5%
First Affair DE,13829,green,Dating,70,70,0,0,0.23,0.770994,100.00,green,56,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.23; Bestätigung 100%; Provision bis 70%
Logitravel DE,13864,amber,Hotels & Accommodation,3.85,4.62,0,0,0.69,1.39434,66.67,amber,81,0.0,-,D,-,nicht bewerben – thematisch unpassend,EPC 0.69; Bestätigung 66.67%; Provision bis 4.62%
Kreuzfahrten-Zentrale DE,14001,green,Cruises/Ferries,5,5,0,0,0.48,1.46444,67.35,green,null,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.48; Bestätigung 67.35%; Provision bis 5%
Dexer DE,14053,green,Menswear,15,15,0,0,0.44,6.72042,80.49,green,67,0.0,-,D,-,nicht bewerben – thematisch unpassend,EPC 0.44; Bestätigung 80.49%; Provision bis 15%
Guenther Klassenlotterie DE,14063,green,Gambling & Competitions,3,80,0,0,1.26,5.17647,77.19,green,41,0.0,-,D,-,nicht bewerben – thematisch unpassend,EPC 1.26; Bestätigung 77.19%; Provision bis 80%
Handtuch-Welt DE,14150,amber,Home & Garden,7,7,0,0,0.16,2.34343,84.40,amber,61,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.16; Bestätigung 84.4%; Provision bis 7%
Buttinette DE,14161,green,DIY,6,8,0,0,0.27,9.65909,87.05,green,65,0.0,-,D,-,nicht bewerben – thematisch unpassend,EPC 0.27; Bestätigung 87.05%; Provision bis 8%
PersonalNOVEL DE,13559,green,Gifts & Flowers,10,10,0,0,0.16,3.87789,99.07,green,199,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.16; Bestätigung 99.07%; Provision bis 10%
kizzle.net DE,13573,green,Dating,30,30,5,5,0.20,4.91014,38.00,green,32,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.2; Bestätigung 38%; Provision bis 30%; Lead bis 5€
bagsonline DE,13757,green,Clothing Accessories,1,8,0,0,0.01,1.92152,70.31,green,41,0.0,-,D,-,nicht bewerben – thematisch unpassend,EPC 0.01; Bestätigung 70.31%; Provision bis 8%
HIFI-REGLER DE,13776,green,Electronic Superstore,0,0,10,10,0.04,0.52651,85.29,green,62,0.0,-,D,-,nicht bewerben – thematisch unpassend,EPC 0.04; Bestätigung 85.29%; Lead bis 10€
Strandkorb.co,12553,green,Home & Garden,6,6,0,0,0.15,0.638149,80.65,green,29,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.15; Bestätigung 80.65%; Provision bis 6%
joop.com DACH,11826,amber,Clothing,7,7,0,0,0.19,0.956811,58.33,amber,76,0.0,-,D,-,nicht bewerben – thematisch unpassend,EPC 0.19; Bestätigung 58.33%; Provision bis 7%
Dallmayr,11832,green,Gifts & Flowers,10,10,0,0,0.05,1.93439,97.53,green,78,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.05; Bestätigung 97.53%; Provision bis 10%
Soer DE,11695,amber,Clothing,2,10,0,0,0.05,2.90751,100.00,amber,null,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.05; Bestätigung 100%; Provision bis 10%
beyerdynamic DE,15402,amber,Electronic Accessories,8,8,0,0,0.03,1.7004,84.03,amber,132,0.0,-,D,-,nicht bewerben – thematisch unpassend,EPC 0.03; Bestätigung 84.03%; Provision bis 8%
sportdeal24 DE,15416,green,Sportswear,3,3,0,0,0.02,0.718502,73.11,green,82,0.0,-,D,-,nicht bewerben – thematisch unpassend,EPC 0.02; Bestätigung 73.11%; Provision bis 3%
YesStyle DE,15443,amber,Health & Beauty,5,10,0,0,0.07,1.49355,88.76,amber,75,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.07; Bestätigung 88.76%; Provision bis 10%
Etam DE,15713,amber,Lingerie,8,8,0,0,0.75,6.40327,100.00,amber,null,0.0,-,D,-,nicht bewerben – thematisch unpassend,EPC 0.75; Bestätigung 100%; Provision bis 8%
Fitnessfirst DE,15968,green,Sports Equipment,4,4,0,0,1.30,3.63669,92.14,green,58,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 1.3; Bestätigung 92.14%; Provision bis 4%
Alberto Shop DE/AT,15989,amber,Menswear,7,7,0,0,0.53,3.85489,98.06,amber,125,0.0,-,D,-,nicht bewerben – thematisch unpassend,EPC 0.53; Bestätigung 98.06%; Provision bis 7%
Biomenta DE,16198,green,Health & Beauty,15,15,0,0,0.11,5.98326,96.55,green,81,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.11; Bestätigung 96.55%; Provision bis 15%
Osnatel DE,16226,green,Internet Service Provider,0,0,15,75,0.19,0.236407,50.00,green,70,0.0,-,D,-,nicht bewerben – thematisch unpassend,EPC 0.19; Bestätigung 50%; Lead bis 75€
blutsgeschwister DE,19052,green,Clothing,6,8,0,0,0.13,1.47161,90.48,green,80,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.13; Bestätigung 90.48%; Provision bis 8%
Frankfurter Allgemeine Zeitung DE Partnerprogramm,16445,amber,Lead Gen,0,0,10,10,0.11,0.925839,84.95,amber,115,0.0,-,D,-,nicht bewerben – thematisch unpassend,EPC 0.11; Bestätigung 84.95%; Lead bis 10€
TroniTechnik DE,16584,green,Home & Garden,3,3,0,0,0.34,1.461,100.00,green,81,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.34; Bestätigung 100%; Provision bis 3%
Studenten-Presse DE,16597,green,Books & Subscriptions,0,0,6.5,6.5,0.18,2.01418,100.00,green,90,0.0,-,D,-,nicht bewerben – thematisch unpassend,EPC 0.18; Bestätigung 100%; Lead bis 6.5€
Kohl DE,16809,green,Automotive,5,5,0,0,0.19,2.82949,65.05,green,58,0.0,-,D,-,nicht bewerben – thematisch unpassend,EPC 0.19; Bestätigung 65.05%; Provision bis 5%
Shape Republic DE,18103,green,Health & Beauty,7,7,0,0,0.26,6.46414,80.65,green,111,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.26; Bestätigung 80.65%; Provision bis 7%
Fackelmann DE,18556,green,Home & Garden,6,6,0,0,0.04,1.4955,91.76,green,55,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.04; Bestätigung 91.76%; Provision bis 6%
topp-kreativ DE,16927,amber,Books & Subscriptions,10,15,0,0,0.16,2.73695,95.88,amber,76,0.0,-,D,-,nicht bewerben – thematisch unpassend,EPC 0.16; Bestätigung 95.88%; Provision bis 15%
ELLA Juwelen DE,17041,amber,Jewellery,6,6,0,0,0.01,0.273825,65.91,amber,120,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.01; Bestätigung 65.91%; Provision bis 6%
Via-appia-mode DE,16393,amber,Womenswear,6,6,0,0,0.15,3.02819,74.43,amber,87,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.15; Bestätigung 74.43%; Provision bis 6%
Beautywelt DACH,22835,amber,Health & Beauty,0,0,0,0,0.05,2.23416,32.78,amber,87,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.05; Bestätigung 32.78%
KitchenAid DE,22852,green,Home & Garden,0,0,0,0,1.08,4.01656,100.00,green,74,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 1.08; Bestätigung 100%
Egret DE,24666,amber,Electronic Superstore,0,0,0,0,0.01,0.00932575,80.39,amber,84,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.01; Bestätigung 80.39%
Pets Deli DE/AT,22950,amber,Pets & Pet Care,0,0,0,0,0.26,3.84367,43.71,amber,73,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.26; Bestätigung 43.71%
ration1.de DE,23193,green,Health & Beauty,0,0,0,0,0.23,1.46832,87.43,green,62,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.23; Bestätigung 87.43%
Otterbox DE,24227,amber,Electronic Accessories,0,0,0,0,0.09,2.57197,96.77,amber,39,0.0,-,D,-,nicht bewerben – thematisch unpassend,EPC 0.09; Bestätigung 96.77%
ECD Germany DE,24228,green,Home & Garden,0,0,0,0,0.03,1.04461,20.04,green,58,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.03; Bestätigung 20.04%
Archiproducts DE,23901,amber,Furniture & Soft Furnishings,0,0,0,0,0.43,3.14566,65.71,amber,111,0.0,-,D,-,nicht bewerben – thematisch unpassend,EPC 0.43; Bestätigung 65.71%
Daniel Wellington DE/AT,26169,amber,Jewellery,0,0,0,0,0.26,3.12107,78.78,amber,115,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.26; Bestätigung 78.78%
Uniplaces DE,26311,amber,Hotels & Accommodation,0,0,0,0,0.00,,0.00,amber,null,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); Bestätigung 0%
Hairlust DE,25251,amber,Health & Beauty,0,0,0,0,0.73,5.72891,100.00,amber,28,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.73; Bestätigung 100%
Rasendoktor DE,26999,green,Home & Garden,0,0,0,0,0.28,3.70418,97.22,green,52,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.28; Bestätigung 97.22%
Vertbaudet DE,11730,green,Baby & Toddler,10,14,0,0,0.13,3.86352,94.05,green,66,0.0,-,D,-,nicht bewerben – thematisch unpassend,EPC 0.13; Bestätigung 94.05%; Provision bis 14%
Lybbie DE,117495,green,Baby & Toddler,0,0,0,0,1.86,2.63732,85.11,green,67,0.0,-,D,-,nicht bewerben – thematisch unpassend,EPC 1.86; Bestätigung 85.11%
Bloomling DE,79440,amber,Home & Garden,0,0,0,0,0.10,2.5674,95.08,amber,96,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.1; Bestätigung 95.08%
apo.com DE,25679,green,Pharmaceuticals,0,0,0,0,0.07,8.31022,97.56,green,76,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.07; Bestätigung 97.56%
SANICARE DE,14467,amber,Pharmaceuticals,3,12,0,0,0.04,1.7803,91.77,amber,70,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.04; Bestätigung 91.77%; Provision bis 12%
Flix Metasearch - OTAs,112620,amber,Coaches,0,0,0,0,0.00,,0.00,amber,119,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); Bestätigung 0%
Tinitex DE,20886,green,Clothing Accessories,0,0,0,0,0.15,5.62092,88.49,green,49,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.15; Bestätigung 88.49%
rindchen.de DE/AT,15005,green,"Wine, Spirits & Tobacco",11,11,0,0,0.16,1.76021,83.76,green,75,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.16; Bestätigung 83.76%; Provision bis 11%
Sponser DE / AT,30129,green,Sports Equipment,0,0,0,0,0.45,8.13056,72.29,green,24,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.45; Bestätigung 72.29%
Bogner DE,15101,amber,Clothing,8,8,0,0,0.18,0.953905,72.00,amber,90,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.18; Bestätigung 72%; Provision bis 8%
Pergolux Pergola DE/AT,25102,green,Home & Garden,0,0,0,0,2.85,4.68832,61.36,green,138,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 2.85; Bestätigung 61.36%
medpex by DocMorris DE,36320,amber,Pharmaceuticals,0,0,0,0,0.17,7.08522,98.10,amber,46,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.17; Bestätigung 98.1%
Mediashop.tv DE/AT,14103,amber,Department Stores,5,5,0,0,0.10,2.57984,93.93,amber,116,0.0,-,D,-,nicht bewerben – thematisch unpassend,EPC 0.1; Bestätigung 93.93%; Provision bis 5%
Liki24 DE,114828,green,Health & Beauty,0,0,0,0,0.06,2.42641,83.56,green,53,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.06; Bestätigung 83.56%
Herbertz DE,124652,amber,Home & Garden,0,0,0,0,0.15,16.6667,71.43,amber,52,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.15; Bestätigung 71.43%
Piccantino DE,79456,amber,FMCG,0,0,0,0,0.08,3.66057,97.95,amber,97,0.0,-,D,-,nicht bewerben – thematisch unpassend,EPC 0.08; Bestätigung 97.95%
Ulla Popken DE,14244,amber,Womenswear,8,8,0,0,0.07,1.53145,100.00,amber,114,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.07; Bestätigung 100%; Provision bis 8%
Uhrendirect DE,14180,amber,Jewellery,10,10,0,0,0.17,0.628465,66.67,amber,91,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.17; Bestätigung 66.67%; Provision bis 10%
Pools.shop DE PRM,27854,amber,Sports Equipment,0,0,0,0,0.05,0.400433,65.18,amber,111,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.05; Bestätigung 65.18%
Avena DE,14617,amber,Clothing,10,10,0,0,0.17,3.87334,68.68,amber,59,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.17; Bestätigung 68.68%; Provision bis 10%
Beefbandits DE,35727,amber,FMCG,0,0,0,0,0.37,5.98494,57.16,amber,72,0.0,-,D,-,nicht bewerben – thematisch unpassend,EPC 0.37; Bestätigung 57.16%
Mona DE,74178,amber,Clothing,0,0,0,0,0.09,1.28443,68.55,amber,131,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.09; Bestätigung 68.55%
MIRJAN24 DE,100169,amber,Furniture & Soft Furnishings,0,0,0,0,6.15,21.4724,68.63,amber,null,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 6.15; Bestätigung 68.63%
MOSER Trachten DE,14316,green,Clothing,11,11,0,0,0.35,2.77643,60.88,green,94,0.0,-,D,-,nicht bewerben – thematisch unpassend,EPC 0.35; Bestätigung 60.88%; Provision bis 11%
Tassimo DE,7824,amber,White Goods,6,6,0,0,0.41,10.5068,60.50,amber,58,0.0,-,D,-,nicht bewerben – thematisch unpassend,EPC 0.41; Bestätigung 60.5%; Provision bis 6%
Wanapix DE,19778,amber,Photos & Print Services,12,12,0,0,0.19,5.65182,60.74,amber,59,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.19; Bestätigung 60.74%; Provision bis 12%
witt-weiden DE,15002,amber,Clothing,4,8,12,12,0.04,1.10107,60.43,amber,108,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.04; Bestätigung 60.43%; Provision bis 8%; Lead bis 12€
Emero DE,22983,amber,Electronic Superstore,0,0,0,0,0.26,3.78511,33.02,amber,90,0.0,-,D,-,nicht bewerben – thematisch unpassend,EPC 0.26; Bestätigung 33.02%
FRITZ! DE,123290,amber,Electronic Superstore,0,0,0,0,0.02,0.854701,33.33,amber,null,0.0,-,D,-,nicht bewerben – thematisch unpassend,EPC 0.02; Bestätigung 33.33%
goehring DE,78270,amber,Furniture & Soft Furnishings,0,0,0,0,0.34,0.377358,9.09,amber,62,0.0,-,D,-,nicht bewerben – thematisch unpassend,EPC 0.34; Bestätigung 9.09%
Gabiona DE,116125,amber,Home & Garden,0,0,0,0,0.43,4.57396,32.05,amber,69,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.43; Bestätigung 32.05%
Cocooncenter DE,86625,amber,Health & Beauty,0,0,0,0,0.03,2.41565,32.07,amber,77,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.03; Bestätigung 32.07%
Saalfrank DE,21036,green,Office Supplies,0,0,0,0,0.33,1.759,92.96,green,91,0.0,-,D,-,nicht bewerben – thematisch unpassend,EPC 0.33; Bestätigung 92.96%
winwinCLEAN DE,104475,amber,FMCG,0,0,0,0,0.23,5.45767,92.88,amber,49,0.0,-,D,-,nicht bewerben – thematisch unpassend,EPC 0.23; Bestätigung 92.88%
treppen-intercon DE,11599,amber,Furniture & Soft Furnishings,0,4,0,0,0.13,0.405695,84.62,amber,88,0.0,-,D,-,nicht bewerben – thematisch unpassend,EPC 0.13; Bestätigung 84.62%; Provision bis 4%
Canvasi DE,116585,amber,DIY,0,0,0,0,0.06,2.20649,85.50,amber,69,0.0,-,D,-,nicht bewerben – thematisch unpassend,EPC 0.06; Bestätigung 85.5%
Schuhcenter DE,14016,green,Shoes,8,8,0,0,0.14,3.9585,80.19,green,63,0.0,-,D,-,nicht bewerben – thematisch unpassend,EPC 0.14; Bestätigung 80.19%; Provision bis 8%
Vinotasia DE,25392,green,"Wine, Spirits & Tobacco",0,0,0,0,0.02,0.497512,100.00,green,81,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.02; Bestätigung 100%
Bettina Barty DE,102605,amber,Health & Beauty,0,0,0,0,0.17,9.7186,100.00,amber,47,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.17; Bestätigung 100%
Lagenio,118735,amber,Electronic Accessories,0,0,0,0,0.40,4.52053,100.00,amber,55,0.0,-,D,-,nicht bewerben – thematisch unpassend,EPC 0.4; Bestätigung 100%
Avocadostore DE,19075,green,Clothing,8,8,0,0,0.09,1.2293,83.10,green,60,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.09; Bestätigung 83.1%; Provision bis 8%
Roman Living,115657,amber,Home & Garden,0,0,0,0,0.20,0.471698,100.00,amber,65,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.2; Bestätigung 100%
Prm CLEVA DE,115779,amber,Home & Garden,0,0,0,0,0.38,4.16635,100.00,amber,26,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.38; Bestätigung 100%
Swiperight Cosmetics DE,114982,amber,Health & Beauty,0,0,0,0,44.69,100,100.00,amber,null,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 44.69; Bestätigung 100%
Sisley Paris DACH,26277,amber,Health & Beauty,0,0,0,0,0.22,2.01582,100.00,amber,87,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.22; Bestätigung 100%
Step Flex Aktiv-Einlagen,119205,amber,Health & Beauty,0,0,0,0,4.08,14.2857,100.00,amber,93,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 4.08; Bestätigung 100%
Hochschule Fresenius - Infomaterial-Anforderung,14571,amber,"Education, Training & Recruitment",0,0,15,15,0.32,3.45412,100.00,amber,42,0.0,-,D,-,nicht bewerben – thematisch unpassend,EPC 0.32; Bestätigung 100%; Lead bis 15€
123.live,11522,amber,Department Stores,6,6,0,0,0.06,1.15951,76.73,amber,75,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.06; Bestätigung 76.73%; Provision bis 6%
Smartphoto DE,14606,amber,Photos & Print Services,15,15,0,0,0.04,1.88753,77.81,amber,76,0.0,-,D,-,nicht bewerben – thematisch unpassend,EPC 0.04; Bestätigung 77.81%; Provision bis 15%
Bobshop DE,13708,green,Sportswear,5,5,0,0,0.06,0.902784,67.21,green,89,0.0,-,D,-,nicht bewerben – thematisch unpassend,EPC 0.06; Bestätigung 67.21%; Provision bis 5%
Pallit DE,21410,green,DIY,0,0,0,0,0.05,0.975343,66.67,green,31,0.0,-,D,-,nicht bewerben – thematisch unpassend,EPC 0.05; Bestätigung 66.67%
Milan-Spiele DE,14379,green,Toys & Games,5,5,0,0,0.00,0.0419813,5.86,green,320,0.0,-,D,-,nicht bewerben – thematisch unpassend,Bestätigung 5.86%; Provision bis 5%
NILO Hamburg DE,67036,amber,Clothing Accessories,0,0,0,0,0.12,1.81818,5.71,amber,null,0.0,-,D,-,nicht bewerben – thematisch unpassend,EPC 0.12; Bestätigung 5.71%
JALG TV Stands DE (DACH) (20016),20016,green,Furniture & Soft Furnishings,0,0,0,0,0.00,,0.00,green,null,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); Bestätigung 0%
Woombikes DE,14805,amber,Sports Equipment,7,7,0,0,0.00,,0.00,amber,47,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); Bestätigung 0%; Provision bis 7%
prettynailshop24 DE,14857,amber,Health & Beauty,15,15,0,0,0.00,,0.00,amber,null,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); Bestätigung 0%; Provision bis 15%
Möbelkraft DE,24935,green,Furniture & Soft Furnishings,0,0,0,0,0.00,,0.00,green,173,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); Bestätigung 0%
Reima.com DE,16914,green,Childrenswear,5,5,0,0,0.00,,0.00,green,null,0.0,-,D,-,nicht bewerben – thematisch unpassend,Bestätigung 0%; Provision bis 5%
